IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP2;IP_PROP3;IP_PROP4;IP_PROP5;IP_PROP6;IP_PROP7;IP_PROP8;IP_PROP9;IP_PROP10;IP_PROP30;IP_PROP11;IP_PROP15;IP_PROP12;IP_PROP13;IP_PROP16;IP_PROP31;IP_PROP33;IP_PROP14;IP_PROP35;IP_PROP32;IP_PROP18;IP_PROP17;IC_GROUP0;IC_GROUP1;IC_GROUP2
762;Балаклава вязаная;762;Y;;;/upload/main/75c/tpu8hjkbcwnnsy4qa9t9kyzo35qs7xnw.jpg;;text;/upload/main/75c/tpu8hjkbcwnnsy4qa9t9kyzo35qs7xnw.jpg;;text;balaklava-vyazanaya;500;;;;;;;;;BC002447;;;;;0;/upload/main/75c/tpu8hjkbcwnnsy4qa9t9kyzo35qs7xnw.jpg;;;;;;;;/upload/main/75c/tpu8hjkbcwnnsy4qa9t9kyzo35qs7xnw.jpg;;;
766;Берет шерстяной;766;Y;;;/upload/main/f0a/plyfisvhtdc3kd3ccivu6ngx06cvyzf7.jpg;;text;/upload/main/f0a/plyfisvhtdc3kd3ccivu6ngx06cvyzf7.jpg;;text;beret-sherstyanoy;500;;;;;;;;;BC002417;;;;;0;/upload/main/f0a/plyfisvhtdc3kd3ccivu6ngx06cvyzf7.jpg;;;;;;;;/upload/main/f0a/plyfisvhtdc3kd3ccivu6ngx06cvyzf7.jpg;;;
772;Брюки вязаные в мелкий рубчик;772;Y;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;;text;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;;text;bryuki-vyazanye-v-melkiy-rubchik;500;;;;;;;;;BC002349;;;;;0;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;;;;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;;;
780;Брюки вязаные гладью из полушерсти;780;Y;;;/upload/main/07c/zm44arv9f04i46zpkplrdv5d90470gef.jpg;;text;/upload/main/07c/zm44arv9f04i46zpkplrdv5d90470gef.jpg;;text;bryuki-vyazanye-gladyu-iz-polushersti;500;;;;;;;;;BC002325;;;;;0;/upload/main/07c/zm44arv9f04i46zpkplrdv5d90470gef.jpg;;;;;;;;/upload/main/07c/zm44arv9f04i46zpkplrdv5d90470gef.jpg;;;
787;Брюки из премиального хлопка;787;Y;;;/upload/iblock/a75/034pso1d4di6041ur3yly4u9qzklpgx6.jpg;;text;/upload/iblock/a75/034pso1d4di6041ur3yly4u9qzklpgx6.jpg;;text;bryuki-iz-premialnogo-hlopka;500;;;;;;;;;BC002307;;;;;0;/upload/iblock/a75/034pso1d4di6041ur3yly4u9qzklpgx6.jpg;;;;;;;;/upload/iblock/a75/034pso1d4di6041ur3yly4u9qzklpgx6.jpg;;;
795;Брюки из хлопка прямые;795;Y;;;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;;text;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;;text;bryuki-iz-hlopka-pryamye;500;;;;;;;;;BC002426;;;;;0;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;;;;;;;;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;;;
804;Брюки кимоно из хлопка;804;Y;;;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;;text;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;;text;bryuki-kimono-iz-hlopka;500;;;;;;;;;BC002431;;;;;0;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;;;;;;;;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;;;
813;Брюки палаццо из полушерсти;813;Y;;;/upload/main/802/dw7enu233bxaiba10aw5wl9db3o7uhi4.jpg;;text;/upload/main/802/dw7enu233bxaiba10aw5wl9db3o7uhi4.jpg;;text;bryuki-palacco-iz-polushersti;500;;;;;;;;;BC002395;;;;;0;/upload/main/802/dw7enu233bxaiba10aw5wl9db3o7uhi4.jpg;;;;;;;;/upload/main/802/dw7enu233bxaiba10aw5wl9db3o7uhi4.jpg;;;
819;Брюки палаццо из хлопка;819;Y;;;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;;text;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;;text;bryuki-palacco-iz-hlopka;500;;;;;;;;;BC002402;;;;;0;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;;;;;;;;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;;;
829;Брюки палаццо из хлопка Coco;829;Y;;;/upload/iblock/7db/o81ztpes5la772sy44po0tl75r8ejdrf.jpg;;text;/upload/iblock/7db/o81ztpes5la772sy44po0tl75r8ejdrf.jpg;;text;bryuki-palacco-iz-hlopka-Coco;500;;;;;;;;;BC002306;;;;;0;/upload/iblock/7db/o81ztpes5la772sy44po0tl75r8ejdrf.jpg;;;;;;;;/upload/iblock/7db/o81ztpes5la772sy44po0tl75r8ejdrf.jpg;;;
834;Вязаная водолазка в мелкий рубчик;834;Y;;;/upload/main/516/phcgrbamkezpqiqp3c367bcxdryoqhju.jpg;;text;/upload/main/516/phcgrbamkezpqiqp3c367bcxdryoqhju.jpg;;text;vyazanaya-vodolazka-v-melkiy-rubchik;500;;;;;;;;;BC002466;;;;;0;/upload/main/516/phcgrbamkezpqiqp3c367bcxdryoqhju.jpg;;;;;;;;/upload/main/516/phcgrbamkezpqiqp3c367bcxdryoqhju.jpg;;;
844;Вязаное платье Sharm с закрытой спиной;844;Y;;;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;;text;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;;text;vyazanoe-plate-Sharm-s-zakrytoy-spinoy;500;;;;;;;;;BC002380;;;;;0;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;;;;;;;;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;;;
853;Вязаное платье Sharm с открытой спиной;853;Y;;;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;;text;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;;text;vyazanoe-plate-Sharm-s-otkrytoy-spinoy;500;;;;;;;;;BC002379;;;;;0;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;;;;;;;;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;;;
863;Вязаное платье-жилет;863;Y;;;/upload/main/9de/w4t1lzbokch7nxyhfcwzlq246a2o6pku.jpg;;text;/upload/main/9de/w4t1lzbokch7nxyhfcwzlq246a2o6pku.jpg;;text;vyazanoe-plate-zhilet;500;;;;;;;;;BC230047;;;;;0;/upload/main/9de/w4t1lzbokch7nxyhfcwzlq246a2o6pku.jpg;;;;;;;;/upload/main/9de/w4t1lzbokch7nxyhfcwzlq246a2o6pku.jpg;;;
868;Вязаное платье-сетка из хлопка Mirta;868;Y;;;/upload/main/410/pl5yzktad2axc12t56919vmxfm1qr5bl.jpg;;text;/upload/main/410/pl5yzktad2axc12t56919vmxfm1qr5bl.jpg;;text;vyazanoe-plate-setka-iz-hlopka-Mirta;500;;;;;;;;;BC002324;;;;;0;/upload/main/410/pl5yzktad2axc12t56919vmxfm1qr5bl.jpg;;;;;;;;/upload/main/410/pl5yzktad2axc12t56919vmxfm1qr5bl.jpg;;;
876;Вязаный джемпер-туника из премиального хлопка;876;Y;;;/upload/main/116/626xfnagw8ssn5q5v0okifainsi2dyzj.jpg;;text;/upload/main/116/626xfnagw8ssn5q5v0okifainsi2dyzj.jpg;;text;vyazanyy-dzhemper-tunika-iz-premialnogo-hlopka;500;;;;;;;;;BC002319;;;;;0;/upload/main/116/626xfnagw8ssn5q5v0okifainsi2dyzj.jpg;;;;;;;;/upload/main/116/626xfnagw8ssn5q5v0okifainsi2dyzj.jpg;;;
883;Вязаный топ-жилет из хлопка Chester;883;Y;;;/upload/main/621/xfvbjgt6t10u9rmqcn9vgdm74adi2h0o.jpg;;text;/upload/main/621/xfvbjgt6t10u9rmqcn9vgdm74adi2h0o.jpg;;text;vyazanyy-top-zhilet-iz-hlopka-Chester;500;;;;;;;;;BC002320;;;;;0;/upload/main/621/xfvbjgt6t10u9rmqcn9vgdm74adi2h0o.jpg;;;;;;;;/upload/main/621/xfvbjgt6t10u9rmqcn9vgdm74adi2h0o.jpg;;;
891;Джемпер вязаный colorblock;891;Y;;;/upload/iblock/069/6dlsyl1m176c8h1rnfwu311nnlvjazde.jpg;;text;/upload/iblock/069/6dlsyl1m176c8h1rnfwu311nnlvjazde.jpg;;text;dzhemper-vyazanyy-colorblock;500;;;;;;;;;BC002411;;;;;0;/upload/iblock/069/6dlsyl1m176c8h1rnfwu311nnlvjazde.jpg;;;;;;;;/upload/iblock/069/6dlsyl1m176c8h1rnfwu311nnlvjazde.jpg;;;
893;Джемпер вязаный Polo;893;Y;;;/upload/main/b49/s0vfg2dudlqb6nfdmxtdf0graa3qv3n5.jpg;;text;/upload/main/b49/s0vfg2dudlqb6nfdmxtdf0graa3qv3n5.jpg;;text;dzhemper-vyazanyy-Polo;500;;;;;;;;;BC002344а;;;;;0;/upload/main/b49/s0vfg2dudlqb6nfdmxtdf0graa3qv3n5.jpg;;;;;;;;/upload/main/b49/s0vfg2dudlqb6nfdmxtdf0graa3qv3n5.jpg;;;
897;Джемпер вязаный бесшовный лодочка из хлопка;897;Y;;;/upload/main/2c9/vh0lq7kl7dkmu7le94x0t10yg95f10az.jpg;;text;/upload/main/2c9/vh0lq7kl7dkmu7le94x0t10yg95f10az.jpg;;text;dzhemper-vyazanyy-besshovnyy-lodochka-iz-hlopka;500;;;;;;;;;BC002384;;;;;0;/upload/main/2c9/vh0lq7kl7dkmu7le94x0t10yg95f10az.jpg;;;;;;;;/upload/main/2c9/vh0lq7kl7dkmu7le94x0t10yg95f10az.jpg;;;
901;Джемпер вязаный гладью из премиального хлопка;901;Y;;;/upload/main/d01/mw0686n3yo9o0victlam9mlcpf0sxm0a.jpg;;text;/upload/main/d01/mw0686n3yo9o0victlam9mlcpf0sxm0a.jpg;;text;dzhemper-vyazanyy-gladyu-iz-premialnogo-hlopka;500;;;;;;;;;BC002356;;;;;0;/upload/main/d01/mw0686n3yo9o0victlam9mlcpf0sxm0a.jpg;;;;;;;;/upload/main/d01/mw0686n3yo9o0victlam9mlcpf0sxm0a.jpg;;;
908;Джемпер вязаный из премиального хлопка;908;Y;;;/upload/iblock/106/dmq6juyml8li1aqrw4dbz4rc9f0n3a27.jpg;;text;/upload/iblock/106/dmq6juyml8li1aqrw4dbz4rc9f0n3a27.jpg;;text;dzhemper-vyazanyy-iz-premialnogo-hlopka;500;;;;;;;;;BC002364;;;;;0;/upload/iblock/106/dmq6juyml8li1aqrw4dbz4rc9f0n3a27.jpg;;;;;;;;/upload/iblock/106/dmq6juyml8li1aqrw4dbz4rc9f0n3a27.jpg;;;
915;Джемпер вязаный паутинка с V- вырезом;915;Y;;;/upload/main/045/hthhskclfm00m6sn7se271s64arqq0z7.jpeg;;text;/upload/main/045/hthhskclfm00m6sn7se271s64arqq0z7.jpeg;;text;dzhemper-vyazanyy-pautinka-s-V--vyrezom;500;;;;;;;;;BC002311;;;;;0;/upload/main/045/hthhskclfm00m6sn7se271s64arqq0z7.jpeg;;;;;;;;/upload/main/045/hthhskclfm00m6sn7se271s64arqq0z7.jpeg;;;
921;Джемпер поло Kros;921;Y;;;/upload/main/fa3/4bov974988md0dlx922yndxqgn9552x3.jpg;;text;/upload/main/fa3/4bov974988md0dlx922yndxqgn9552x3.jpg;;text;dzhemper-polo-Kros;500;;;;;;;;;BC002428;;;;;0;/upload/main/fa3/4bov974988md0dlx922yndxqgn9552x3.jpg;;;;;;;;/upload/main/fa3/4bov974988md0dlx922yndxqgn9552x3.jpg;;;
928;Джемпер рисовой вязкой;928;Y;;;/upload/main/50d/j64rlpc1aowzt32lxlppv7e56ihdvom8.jpg;;text;/upload/main/50d/j64rlpc1aowzt32lxlppv7e56ihdvom8.jpg;;text;dzhemper-risovoy-vyazkoy;500;;;;;;;;;BC002450;;;;;0;/upload/main/50d/j64rlpc1aowzt32lxlppv7e56ihdvom8.jpg;;;;;;;;/upload/main/50d/j64rlpc1aowzt32lxlppv7e56ihdvom8.jpg;;;
932;Джемпер ручной работы Dana;932;Y;;;/upload/main/c09/v311nc4cj8ssd61ahdaurb0e6vpptm8e.jpg;;text;/upload/main/c09/v311nc4cj8ssd61ahdaurb0e6vpptm8e.jpg;;text;dzhemper-ruchnoy-raboty-Dana;500;;;;;;;;;BC002421;;;;;0;/upload/main/c09/v311nc4cj8ssd61ahdaurb0e6vpptm8e.jpg;;;;;;;;/upload/main/c09/v311nc4cj8ssd61ahdaurb0e6vpptm8e.jpg;;;
939;Джемпер с V-вырезом из премиального хлопка;939;Y;;;/upload/main/fa1/ika6ugl4nmqmcez55hggxmbrknv5u1da.jpeg;;text;/upload/main/fa1/ika6ugl4nmqmcez55hggxmbrknv5u1da.jpeg;;text;dzhemper-s-V-vyrezom-iz-premialnogo-hlopka;500;;;;;;;;;BC002336;;;;;0;/upload/main/fa1/ika6ugl4nmqmcez55hggxmbrknv5u1da.jpeg;;;;;;;;/upload/main/fa1/ika6ugl4nmqmcez55hggxmbrknv5u1da.jpeg;;;
946;Джемпер удлинённый вязаный паутинкa;946;Y;;;/upload/main/479/6s6fqoviw2b0dna6lo9sv75wpqd94es0.jpg;;text;/upload/main/479/6s6fqoviw2b0dna6lo9sv75wpqd94es0.jpg;;text;dzhemper-udlinennyy-vyazanyy-pautinka;500;;;;;;;;;BC002311а;;;;;0;/upload/main/479/6s6fqoviw2b0dna6lo9sv75wpqd94es0.jpg;;;;;;;;/upload/main/479/6s6fqoviw2b0dna6lo9sv75wpqd94es0.jpg;;;
949;Жилет вязаный из полушерсти;949;Y;;;/upload/main/549/7ur0t1lcwyhbm32w5i0sggs1caog8aca.jpg;;text;/upload/main/549/7ur0t1lcwyhbm32w5i0sggs1caog8aca.jpg;;text;zhilet-vyazanyy-iz-polushersti;500;;;;;;;;;BC002333;;;;;0;/upload/main/549/7ur0t1lcwyhbm32w5i0sggs1caog8aca.jpg;;;;;;;;/upload/main/549/7ur0t1lcwyhbm32w5i0sggs1caog8aca.jpg;;;
957;Капор вязаный  из мериноса;957;Y;;;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;;text;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;;text;kapor-vyazanyy--iz-merinosa;500;;;;;;;;;BC002327;;;;;0;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;;;;;;;;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;;;
966;Кардиган Chanel ручной работы;966;Y;;;/upload/main/787/o9a3vjrlqzm99wmq8kkxkjfas11mqgff.jpg;;text;/upload/main/787/o9a3vjrlqzm99wmq8kkxkjfas11mqgff.jpg;;text;kardigan-Chanel-ruchnoy-raboty;500;;;;;;;;;BC002416;;;;;0;/upload/main/787/o9a3vjrlqzm99wmq8kkxkjfas11mqgff.jpg;;;;;;;;/upload/main/787/o9a3vjrlqzm99wmq8kkxkjfas11mqgff.jpg;;;
971;Кардиган вязаный из полушерсти Solo;971;Y;;;/upload/main/14b/n0mkafvckksw98rzwhauuib6jfwecuw1.jpg;;text;/upload/main/14b/n0mkafvckksw98rzwhauuib6jfwecuw1.jpg;;text;kardigan-vyazanyy-iz-polushersti-Solo;500;;;;;;;;;BC002376;;;;;0;/upload/main/14b/n0mkafvckksw98rzwhauuib6jfwecuw1.jpg;;;;;;;;/upload/main/14b/n0mkafvckksw98rzwhauuib6jfwecuw1.jpg;;;
977;Кардиган вязаный из хлопка Solo;977;Y;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;;text;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;;text;kardigan-vyazanyy-iz-hlopka-Solo;500;;;;;;;;;BC002304;;;;;0;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;;;;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;;;
989;Кардиган вязаный Кимоно;989;Y;;;/upload/main/cd5/w3s7fkrimhc5o7cl8vmw64d6e9wkufxa.jpg;;text;/upload/main/cd5/w3s7fkrimhc5o7cl8vmw64d6e9wkufxa.jpg;;text;kardigan-vyazanyy-kimono;500;;;;;;;;;BC002374a;;;;;0;/upload/main/cd5/w3s7fkrimhc5o7cl8vmw64d6e9wkufxa.jpg;;;;;;;;/upload/main/cd5/w3s7fkrimhc5o7cl8vmw64d6e9wkufxa.jpg;;;
995;Кардиган вязаный паутинка;995;Y;;;/upload/main/366/iq7k0js5s45dp2rsdx3wu5ee3qh51c3s.jpg;;text;/upload/main/366/iq7k0js5s45dp2rsdx3wu5ee3qh51c3s.jpg;;text;kardigan-vyazanyy-pautinka;500;;;;;;;;;BC002401;;;;;0;/upload/main/366/iq7k0js5s45dp2rsdx3wu5ee3qh51c3s.jpg;;;;;;;;/upload/main/366/iq7k0js5s45dp2rsdx3wu5ee3qh51c3s.jpg;;;
1002;Кардиган длинный ARIA;1002;Y;;;/upload/main/984/jo0m9zzilko372bxurp1pjqhz02w4oqi.jpg;;text;/upload/main/984/jo0m9zzilko372bxurp1pjqhz02w4oqi.jpg;;text;kardigan-dlinnyy-ARIA;500;;;;;;;;;BC002419;;;;;0;/upload/main/984/jo0m9zzilko372bxurp1pjqhz02w4oqi.jpg;;;;;;;;/upload/main/984/jo0m9zzilko372bxurp1pjqhz02w4oqi.jpg;;;
1005;Кардиган длинный вязаный Funny;1005;Y;;;/upload/main/44c/zh6pe480quvr4x8paw6uwru1h32t99ok.jpeg;;text;/upload/main/44c/zh6pe480quvr4x8paw6uwru1h32t99ok.jpeg;;text;kardigan-dlinnyy-vyazanyy-Funny;500;;;;;;;;;BC002305;;;;;0;/upload/main/44c/zh6pe480quvr4x8paw6uwru1h32t99ok.jpeg;;;;;;;;/upload/main/44c/zh6pe480quvr4x8paw6uwru1h32t99ok.jpeg;;;
1013;Кардиган длинный вязаный из полушерсти;1013;Y;;;/upload/main/2b8/ljjx6v38vwuvs3350cn1jp8trh0nwel6.jpg;;text;/upload/main/2b8/ljjx6v38vwuvs3350cn1jp8trh0nwel6.jpg;;text;kardigan-dlinnyy-vyazanyy-iz-polushersti;500;;;;;;;;;BC002371;;;;;0;/upload/main/2b8/ljjx6v38vwuvs3350cn1jp8trh0nwel6.jpg;;;;;;;;/upload/main/2b8/ljjx6v38vwuvs3350cn1jp8trh0nwel6.jpg;;;
1018;Кардиган длинный вязаный из хлопка;1018;Y;;;/upload/main/60c/zy31ipt08jdvro7r3yd5arici0meh42m.jpg;;text;/upload/main/60c/zy31ipt08jdvro7r3yd5arici0meh42m.jpg;;text;kardigan-dlinnyy-vyazanyy-iz-hlopka;500;;;;;;;;;BC002332;;;;;0;/upload/main/60c/zy31ipt08jdvro7r3yd5arici0meh42m.jpg;;;;;;;;/upload/main/60c/zy31ipt08jdvro7r3yd5arici0meh42m.jpg;;;
1029;Кардиган из премиального хлопка BOSTON;1029;Y;;;/upload/main/5bf/l33kov1cyo2b5lufrcpz54ekwsgmyoaq.jpg;;text;/upload/main/5bf/l33kov1cyo2b5lufrcpz54ekwsgmyoaq.jpg;;text;kardigan-iz-premialnogo-hlopka-BOSTON;500;;;;;;;;;BC002301a;;;;;0;/upload/main/5bf/l33kov1cyo2b5lufrcpz54ekwsgmyoaq.jpg;;;;;;;;/upload/main/5bf/l33kov1cyo2b5lufrcpz54ekwsgmyoaq.jpg;;;
1033;Кардиган из хлопка Ambre;1033;Y;;;/upload/main/945/sb3z81jx5y2mp45z8jr8a75gbyi4pv6n.jpg;;text;/upload/main/945/sb3z81jx5y2mp45z8jr8a75gbyi4pv6n.jpg;;text;kardigan-iz-hlopka-Ambre;500;;;;;;;;;BC002405;;;;;0;/upload/main/945/sb3z81jx5y2mp45z8jr8a75gbyi4pv6n.jpg;;;;;;;;/upload/main/945/sb3z81jx5y2mp45z8jr8a75gbyi4pv6n.jpg;;;
1038;Кардиган из шерсти с бахромой;1038;Y;;;/upload/main/b9d/y658ufvow4tf0qg657n7zgrgzwfk75yp.jpg;;text;/upload/main/b9d/y658ufvow4tf0qg657n7zgrgzwfk75yp.jpg;;text;kardigan-iz-shersti-s-bahromoy;500;;;;;;;;;BC002413;;;;;0;/upload/main/b9d/y658ufvow4tf0qg657n7zgrgzwfk75yp.jpg;;;;;;;;/upload/main/b9d/y658ufvow4tf0qg657n7zgrgzwfk75yp.jpg;;;
1042;Кардиган на пуговицах Mafin;1042;Y;;;/upload/iblock/2f6/83cmwjb1i01vp40ybtugn1yi55plclqb.jpg;;text;/upload/iblock/2f6/83cmwjb1i01vp40ybtugn1yi55plclqb.jpg;;text;kardigan-na-pugovicah-Mafin;500;;;;;;;;;BC002420;;;;;0;/upload/iblock/2f6/83cmwjb1i01vp40ybtugn1yi55plclqb.jpg;;;;;;;;/upload/iblock/2f6/83cmwjb1i01vp40ybtugn1yi55plclqb.jpg;;;
1045;Кардиган ручной работы Sky;1045;Y;;;/upload/main/c7c/32qkt32x4gr3f4piihco6h5ww0lqhlga.jpg;;text;/upload/main/c7c/32qkt32x4gr3f4piihco6h5ww0lqhlga.jpg;;text;kardigan-ruchnoy-raboty-Sky;500;;;;;;;;;BC002422;;;;;0;/upload/main/c7c/32qkt32x4gr3f4piihco6h5ww0lqhlga.jpg;;;;;;;;/upload/main/c7c/32qkt32x4gr3f4piihco6h5ww0lqhlga.jpg;;;
1053;Кардиган удлинённый вязаный бесшовный;1053;Y;;;/upload/main/4d9/pb42b8rjiziy9oxcy3mw6aytmtppm3ad.jpeg;;text;/upload/main/4d9/pb42b8rjiziy9oxcy3mw6aytmtppm3ad.jpeg;;text;kardigan-udlinennyy-vyazanyy-besshovnyy;500;;;;;;;;;BC002391;;;;;0;/upload/main/4d9/pb42b8rjiziy9oxcy3mw6aytmtppm3ad.jpeg;;;;;;;;/upload/main/4d9/pb42b8rjiziy9oxcy3mw6aytmtppm3ad.jpeg;;;
1056;Кейп вязаный хлопковый с воротом;1056;Y;;;/upload/main/591/kx6570pu7kccp9dcesvn2mml82f478o6.jpeg;;text;/upload/main/591/kx6570pu7kccp9dcesvn2mml82f478o6.jpeg;;text;keyp-vyazanyy-hlopkovyy-s-vorotom;500;;;;;;;;;BC002348;;;;;0;/upload/main/591/kx6570pu7kccp9dcesvn2mml82f478o6.jpeg;;;;;;;;/upload/main/591/kx6570pu7kccp9dcesvn2mml82f478o6.jpeg;;;
1059;Комплект брючный Folly без капюшона;1059;Y;;;/upload/main/d8d/rakcm05madkm5oe3i547j4l08o35gvmf.jpg;;text;/upload/main/d8d/rakcm05madkm5oe3i547j4l08o35gvmf.jpg;;text;komplekt-bryuchnyy-Folly-bez-kapyushona;500;;;;;;;;;BC002308;;;;;0;/upload/main/d8d/rakcm05madkm5oe3i547j4l08o35gvmf.jpg;;;;;;;;/upload/main/d8d/rakcm05madkm5oe3i547j4l08o35gvmf.jpg;;;
1062;Комплект брючный Folly с капюшоном;1062;Y;;;/upload/main/71c/lbx4z3218nztes3mst1othqljljgms3k.jpg;;text;/upload/main/71c/lbx4z3218nztes3mst1othqljljgms3k.jpg;;text;komplekt-bryuchnyy-Folly-s-kapyushonom;500;;;;;;;;;BC002359;;;;;0;/upload/main/71c/lbx4z3218nztes3mst1othqljljgms3k.jpg;;;;;;;;/upload/main/71c/lbx4z3218nztes3mst1othqljljgms3k.jpg;;;
1064;Комплект брючный без ворота New Lima;1064;Y;;;/upload/main/068/038ll0ayqavs16s6s2ye0g6afqq03tl9.jpeg;;text;/upload/main/068/038ll0ayqavs16s6s2ye0g6afqq03tl9.jpeg;;text;komplekt-bryuchnyy-bez-vorota-New-Lima;500;;;;;;;;;BC002393;;;;;0;/upload/main/068/038ll0ayqavs16s6s2ye0g6afqq03tl9.jpeg;;;;;;;;/upload/main/068/038ll0ayqavs16s6s2ye0g6afqq03tl9.jpeg;;;
1068;Комплект брючный вязаный Lima;1068;Y;;;/upload/main/495/prda457p41oidilkg9si7tmyaaltxu37.jpg;;text;/upload/main/495/prda457p41oidilkg9si7tmyaaltxu37.jpg;;text;komplekt-bryuchnyy-vyazanyy-Lima;500;;;;;;;;;BC002345;;;;;0;/upload/main/495/prda457p41oidilkg9si7tmyaaltxu37.jpg;;;;;;;;/upload/main/495/prda457p41oidilkg9si7tmyaaltxu37.jpg;;;
1078;Комплект брючный вязаный New Lima;1078;Y;;;/upload/main/3c5/vwisfe4vwclf0stj5qiazig0e0xuucd3.jpg;;text;/upload/main/3c5/vwisfe4vwclf0stj5qiazig0e0xuucd3.jpg;;text;komplekt-bryuchnyy-vyazanyy-New-Lima;500;;;;;;;;;BC002381;;;;;0;/upload/main/3c5/vwisfe4vwclf0stj5qiazig0e0xuucd3.jpg;;;;;;;;/upload/main/3c5/vwisfe4vwclf0stj5qiazig0e0xuucd3.jpg;;;
1084;Комплект брючный вязаный гладью Favorite;1084;Y;;;/upload/main/519/wi2e3933ngdr5vnxu9hdaxf68a43qzvt.jpeg;;text;/upload/main/519/wi2e3933ngdr5vnxu9hdaxf68a43qzvt.jpeg;;text;komplekt-bryuchnyy-vyazanyy-gladyu-Favorite;500;;;;;;;;;BC002352;;;;;0;/upload/main/519/wi2e3933ngdr5vnxu9hdaxf68a43qzvt.jpeg;;;;;;;;/upload/main/519/wi2e3933ngdr5vnxu9hdaxf68a43qzvt.jpeg;;;
1087;Комплект брючный вязаный гладью Street;1087;Y;;;/upload/main/865/33zx81hp42c7viuwv9wscpxrlenyjy0b.jpg;;text;/upload/main/865/33zx81hp42c7viuwv9wscpxrlenyjy0b.jpg;;text;komplekt-bryuchnyy-vyazanyy-gladyu-Street;500;;;;;;;;;BC002388;;;;;0;/upload/main/865/33zx81hp42c7viuwv9wscpxrlenyjy0b.jpg;;;;;;;;/upload/main/865/33zx81hp42c7viuwv9wscpxrlenyjy0b.jpg;;;
1091;Комплект брючный  вязаный гладью из мериноса Favorite;1091;Y;;;/upload/main/245/tvkf9n7jzgmhnh5tb7mund6yg1fhzcyk.jpg;;text;/upload/main/245/tvkf9n7jzgmhnh5tb7mund6yg1fhzcyk.jpg;;text;komplekt-bryuchnyy--vyazanyy-gladyu-iz-merinosa-Favorite;500;;;;;;;;;BC002354;;;;;0;/upload/main/245/tvkf9n7jzgmhnh5tb7mund6yg1fhzcyk.jpg;;;;;;;;/upload/main/245/tvkf9n7jzgmhnh5tb7mund6yg1fhzcyk.jpg;;;
